User_url,Experience_yrs,R,java,C++,IOT,OperatingSystems,DataStructures,SAS,querying_languages,Python,data_visualisation,matlab,machine_learning,Microsoft_Excel,Artificial_Intelligence,BigData,calculus,probability&statistics,AJAX,javascript,HTML/CSS,Django,Rubyonrails,PHP,Fireworks
USER_ID 111110001,3,8.89009684155761,2.4091026812923,8.32691006989424,0.276583259247327,6.31677488199092,3.92071574091646,0.515441878545512,9.96093494725471,8.88241333242039,8.3295270415629,9.91304439987404,6.13721628017555,6.90741803930191,7.10817038571886,3.05305906271578,4.62067434702588,6.03375049391601,5.39772066164371,8.86913027361756,4.70004532390946,6.09439019742253,5.54952853334657,3.97693121181851,3.33660208731693
USER_ID 111110002,0,3.97153183139461,8.01728843201663,2.4917538157352,9.29953646354287,1.3541454978459,8.39671064227153,3.42911165497044,5.07364315784893,0.949420183671464,7.1218629590009,1.2763951359721,7.43120981320252,1.65088123087774,8.84060654217322,4.8231281257797,9.84011170137185,2.06707733086582,9.33295846376488,0.090964064033213,2.10955524765312,5.33571279895559,8.82319330616478,0.0278180844689488,2.57911931783261
USER_ID 111110003,1,8.42708293057909,7.8418066729073,5.67672613007814,1.13990309343054,2.65554196501162,3.71728703126882,2.71770583532171,0.183395822780819,2.61042906572859,1.66238162595567,0.775558113292387,1.78526660190253,0.830318552134097,4.02768929810616,8.70161887371754,3.34696175013474,4.62063100292879,9.56203906566396,2.63870133141247,3.15094425702868,0.50025406308533,2.74110090691086,4.64387561925299,8.78962287487655
USER_ID 111110004,4,0.291707526161255,4.33514180016456,1.83620958017232,4.02367457757862,3.14261799083758,9.35614866189777,5.36290874975799,7.7106725105948,7.10648187044348,6.00027228729595,6.75581800204355,6.39213047456925,9.28290945346556,5.21117842385385,9.72272060372971,4.88968930429645,7.12380790843629,1.50979486204995,9.01510944294747,7.99928413540275,8.32323934658927,7.87620806277348,2.50186848360753,7.07428386000904
USER_ID 111110005,7,6.59525822854483,0.639895403927317,5.23168153971351,3.35012420451891,8.72402121502208,5.61506941590407,2.78370788821013,8.91117227074958,9.48254993743303,4.04807118893856,8.17462534584343,9.99940012352547,7.71946405137753,1.07632182618478,5.25417618512527,8.00297363454894,3.53588699036248,5.52332350728119,9.71594912641948,0.304056165877741,3.45618716913838,5.63839585896822,5.85642490486158,2.32531517380892
USER_ID 111110006,4,9.85472357948596,7.18085889430232,1.24866613094433,9.06378286893195,6.66837235559581,9.3876770018563,3.05017197286398,6.1764259950524,7.5557381890561,1.50659584966424,6.14728145461169,7.9462595042943,1.6661525977651,9.79843085272837,0.035738696163812,1.75995332798124,3.05006066115778,2.67858329635439,0.72025104288144,7.03722760972336,7.63970983828649,5.29660010710342,1.85569117391468,8.55081355137213
USER_ID 111110007,6,5.42706956637189,5.1048900485516,4.58985288871165,9.5940930551524,6.01493561402608,6.22559018998486,5.54623261854578,0.392663497312996,6.71670713182018,2.39378009883821,6.37236170356632,9.25815033596357,8.69700254680709,5.05608976801709,6.7692263551195,1.31482462292468,8.74337527024683,3.35836110804461,8.26514972262162,0.109142466917048,8.00626939447162,5.61926054147132,9.83410180115182,1.61657273221968
USER_ID 111110008,4,6.65456970987761,1.49497489461655,7.28169884260967,3.37588011016778,6.92097958086692,2.20501780483498,5.3060738756567,8.87356751970346,6.57698485373559,9.76943369743654,1.88861156907781,6.32249684683606,1.55834867527597,6.4438709579484,2.87009081950685,2.57133568763063,8.26454006974588,3.91187142763235,4.49694660383261,4.68172049007476,8.1138012181712,9.28244891860168,0.614364041583959,9.23863562598881
USER_ID 111110009,2,8.375766391814,6.49437248825529,4.71913317033526,3.69810977206932,6.5323060281848,9.9998587978475,2.29366955085827,4.37214042797998,9.4736524488379,9.22888973152226,7.44980744780289,0.568997290495758,8.54621821899827,5.15629918373124,9.61911417612363,6.29437732068062,1.51167265204032,1.15482855693033,8.08015220568492,0.746935531573215,9.57072553886209,7.62443975762705,8.88096623907301,8.98126322908784
USER_ID 111110010,7,1.41769370357558,2.41918214256715,7.16554235575673,2.77495646588374,0.499353845206683,0.889640905676302,2.25318993636784,0.0819243249586997,1.92781814673881,8.90639684900767,3.72805593251259,7.91624302850138,3.91823821191048,5.09850717123248,9.82138837704053,6.8270399734515,4.61763414829132,7.68406126942839,9.98618695168225,6.10526934062379,9.97901171418835,1.37518267584099,3.97008290630725,3.04612894266517
